%%BEGIN_HEADER
	%%BEGIN DATABASE_INFORMATION
		%Date.0 ( 1.4.2012 )
		%Time.0 ( 17:37 )
	%%END DATABASE_INFORMATION
	%%BEGIN SETUP_INFORMATION
		%TrackerVersion.0 ( Tracker version 2.33 release 01.12.2008 )
		%ElapsedTime_ms.0 ( 2161749 )
		%Paradigm.0 ( PlaceAvoidance )
		%ShockParameters.0 ( 300 500 900 300 )
			// %ShockParameters.0 ( EntranceLatency ShockDuration InterShockLatency OutsideRefractory )
		%ElapsedPath_m.0 ( 109,11 )
		%ArenaDiameter_m.0 ( 0.82 )
		%TrackerResolution_PixPerCM.0 ( 3.1220 )
		%ArenaCenterXY.0 ( 127.5 127.5 )
		%Frame.0 ( ArenaFrame )
		%RoomTrackReinforcedSector.0 ( 315 60 0.0000 127.5000  )
			//%ReinforcedSector.0 ( CenterAngle Width InnerRadius OuterRadius )
	%%END SETUP_INFORMATION
	%%BEGIN RECORD_FORMAT
		%Sample.0 ( FrameCount 1msTimeStamp RoomX RoomY Sectors State CurrentLevel MotorState Flags FrameInfo )
			//Sectors indicate if the object is in a sector. Number is binary coded. Sectors = 0: no sector, Sectors = 1: room sector, Sectors: = 2 arena sector, Sectors: = 3 room and arena sector
			//State indicates the Avoidance state: OutsideSector = 0, EntranceLatency = 1, Shock = 2, InterShockLatency = 3, OutsideRefractory = 4, BadSpot = 5
			//MotorState indicates: NoMove = 0, MoveCW = positive, MoveCCW = negative
			//ShockLevel indicates the level of shock current: NoShock = 0, CurrentLevel = other_values
			//FrameInfo indicates succesfuly tracked spots: ReferencePoint * 2^0 + Spot0 * 2^(1+0) + Spot1 * 2^(1+1) + Spot2 * 2^(1+2) .... 
	%%END RECORD_FORMAT
%%END_HEADER
1	74	234	164	0	0	0	0	*	3
2	114	233	164	0	0	0	0	*	3
3	154	233	164	0	0	0	0	*	3
4	194	232	164	0	0	0	0	*	3
5	234	232	164	0	0	0	0	*	3
6	274	232	164	0	0	0	0	*	3
7	314	232	163	0	0	0	0	*	3
8	354	232	164	0	0	0	0	*	3
9	394	233	164	0	0	0	0	*	3
10	434	233	164	0	0	0	0	*	3
11	474	233	164	0	0	0	0	*	3
12	514	233	164	0	0	0	0	*	3
13	554	233	163	0	0	0	0	*	3
14	594	232	164	0	0	0	0	*	3
15	634	233	163	0	0	0	0	*	3
16	674	232	163	0	0	0	0	*	3
17	714	232	163	0	0	0	0	*	3
18	754	232	163	0	0	0	0	*	3
19	794	233	163	0	0	0	0	*	3
20	834	233	163	0	0	0	0	*	3
21	874	234	161	0	0	0	0	*	3
22	914	234	161	0	0	0	0	*	3
23	954	234	160	0	0	0	0	*	3
24	994	234	160	0	0	0	0	*	3
25	1034	234	159	0	0	0	0	*	3
26	1074	235	158	0	0	0	0	*	3
27	1114	236	157	0	0	0	0	*	3
28	1154	237	157	0	0	0	0	*	3
29	1194	238	155	0	0	0	0	*	3
30	1234	239	155	0	0	0	0	*	3
31	1274	240	153	0	0	0	0	*	3
32	1314	240	152	0	0	0	0	*	3
33	1354	240	151	0	0	0	0	*	3
34	1394	241	151	0	0	0	0	*	3
35	1434	241	151	0	0	0	0	*	3
36	1474	241	150	0	0	0	0	*	3
37	1514	242	150	0	0	0	0	*	3
38	1554	241	150	0	0	0	0	*	3
39	1594	241	151	0	0	0	0	*	3
40	1634	241	150	0	0	0	0	*	3
41	1674	241	150	0	0	0	0	*	3
42	1714	241	150	0	0	0	0	*	3
43	1754	242	150	0	0	0	0	*	3
44	1794	242	150	0	0	0	0	*	3
45	1834	242	151	0	0	0	0	*	3
46	1874	242	151	0	0	0	0	*	3
47	1914	242	151	0	0	0	0	*	3
48	1954	242	151	0	0	0	0	*	3
49	1994	242	151	0	0	0	0	*	3
50	2034	242	151	0	0	0	0	*	3
51	2074	242	151	0	0	0	0	*	3
52	2114	241	150	0	0	0	0	*	3
53	2154	240	149	0	0	0	0	*	3
54	2194	241	148	0	0	0	0	*	3
55	2234	241	145	0	0	0	0	*	3
56	2274	241	142	0	0	0	0	*	3
57	2314	242	140	0	0	0	0	*	3
58	2354	242	136	0	0	0	0	*	3
59	2394	240	131	0	0	0	0	*	3
60	2434	240	125	0	0	0	0	*	3
61	2474	240	120	0	0	0	0	*	3
62	2514	240	115	0	0	0	0	*	3
63	2554	241	109	0	0	0	0	*	3
64	2594	240	101	0	0	0	0	*	3
65	2634	240	97	0	0	0	0	*	3
66	2674	239	92	0	0	0	0	*	3
67	2714	238	87	0	0	0	0	*	3
68	2754	235	82	0	0	0	0	*	3
69	2794	232	79	0	0	0	0	*	3
70	2834	228	76	0	0	0	0	*	3
71	2874	227	73	0	0	0	0	*	3
72	2914	225	68	0	0	0	0	*	3
73	2954	223	65	0	0	0	0	*	3
74	2994	223	62	0	0	0	0	*	3
75	3034	221	58	0	0	0	0	*	3
76	3074	218	53	0	0	0	0	*	3
77	3114	214	50	0	0	0	0	*	3
78	3154	212	46	0	0	0	0	*	3
79	3194	209	44	0	0	0	0	*	3
80	3234	206	43	0	0	0	0	*	3
81	3274	205	41	0	0	0	0	*	3
82	3314	202	39	0	0	0	0	*	3
83	3354	201	37	0	0	0	0	*	3
84	3394	201	35	0	0	0	0	*	3
85	3434	200	34	0	0	0	0	*	3
86	3474	199	32	0	0	0	0	*	3
87	3514	199	31	0	0	0	0	*	3
88	3554	198	29	0	0	0	0	*	3
89	3594	198	29	0	0	0	0	*	3
90	3634	198	28	0	0	0	0	*	3
91	3674	197	29	0	0	0	0	*	3
